,Review_text,Nouns
3400,"Screen brightness is good but in direct sunlight it's not enough, sound quality is average not great, battery is good and charging is also very fast. Overall good phone but needs some improvement.","improvement,brightne,quality,phone,charge,battery,sound,sunlight,screen"
3401,Everything is good but slow motion camera is not good it's not good in dark area,"everythe,area,camera,motion"
3402,Good,
3403,Awsom,
3404,Go for it,
3405,Do I really need to review? Y'all already know OnePlus >>>>iPhone 🤣,"iphone,oneplu"
3406,"Awesome camera, very good display, but too costly. Battery pack up ok.","battery,camera,display"
3407,Good one,
3408,"A new phone with almost same features but better price is available in the market, and Your Phone is not anymore Good for you. OnePlus also brings another phone adding ""T"" to it.
The phone however is a Good Buy for its Price.
Even after 6 months of rigorous use-
The battery life is good.
The picture & sound quality is just fine.
Although, I still find the device bulky in my pocket.","pocket,quality,phone,device,picture,price,battery,month,sound,buy,life,feature,market"
3409,Good product,product
3410,"This is a very good phone. I used OP 3 and now bought OP 6. Everything about the phone is awesome. Only complaint i have is the speaker. After 2 months, it is has some disturbance while playing music. The phone never fell down and i took good care but this is a small issue as i regularly use headphones. Otherwise there is no issue in the phone.","everythe,headphone,complaint,music,phone,disturbance,care,issue,month,speaker"
3411,Fastest phone,phone
3412,Battery life less time,"battery,life,time"
3413,Value for money,"value,money"
3414,Face lock,"face,lock"
3415,Notification Alert is my fav. Part of this device and the most undesirable thing is fingerprints on back pannel,"part,back,the,fav,notification,fingerprint,alert,device,pannel"
3416,Its been 2 months and don't see any cons.. best mobile,"month,con"
3417,its awesome mobile,mobile
3418,Beautiful phone and packed with stunning BEAST like features,"beast,phone,feature"
3419,Awesome,
3420,The mobile is super good. It has cool finishing and red colour will be the winnerrrrrrr.Picture quality is is really better than any other phone below 50000rs,"mobile,quality,phone,colour,finish"
3421,"It's such a cool phone. Picture quality, sound quality, storage everything is up to the mark. Great phone. I'd definitely recommend this phone to everyone.","everythe,quality,phone,mark,picture,everyone,sound,storage"
3422,Worth buying... Give complexion to bigger brands at better price..,"brand,price,complexion"
3423,Amazing phone!! Best in class !!,"cla,phone"
3424,I like everything about this mobile phone,"everythe,phone"
3425,"Near to perfect
Great design
Great display
Great call quality
Great overall performance
Good camera {camera could be better}
Good battery","performance,call,quality,battery,camera,display,design"
3426,OnePlus 6 is an absolute beast when it comes to performance. The value for money tag of this device remains untagged as it gives a tough fight to the devices costing twice as much.,"performance,value,tag,beast,fight,devic,money,device"
3427,"It's the best you can find in not just its range but makes the big guys like Samsung and Apple run for money. The charging and the phone speed are the first things that have to be mentioned which are lightning fast. Next comes the oxygen OS which is a paradise for Android users. The display is not top notch but no complaints what so ever. The notch is dealt with perfection. The camera is where it requires improvement, you won't notice any issues in day to day pictures indeed they are amazing. When you push the camera a bit harder you will find minor drawbacks in comparison with the flagships. I am not sure what they did inside the phone but despite being a performance beast the battery doesn't let you down at all. Even if it the battery lets you down, the dash charger is there","spee,complaint,picture,flagship,issue,oxygen,notch,comparison,improvement,performance,charger,apple,phone,charge,range,camera,money,paradise,samsung,beast,battery,user,display,dash,bite,run,day,drawback,guy,thing,perfection"
3428,Great and good phone,phone
3429,Rocking with OnePlus 6,oneplu
3430,Camera Quality is perfect. M Lovin it....,"camera,quality,lovin"
3431,Awsm mobile,
3432,Set is fully new. Just the box of the mobile is seen used. Set find in very good condition. Satisfied to buy.,"mobile,box,condition"
3433,little long photo shoot phone getting heat,"heat,photo,phone,shoot"
3434,Should buy one,
3435,Best mobile I ever had.. worth each penny,"mobile,penny"
3436,Beautiful and smooth mobile,mobile
3437,Very nice product,product
3438,Camera quality is not worth of money,"camera,money,quality"
3439,Aswm phone .......PL go 4 it......and that price it's a amazing deal....,"price,phone,deal"
3440,Only dislike is it's slippery without a case,"case,dislike"
3441,Excellent,
3442,Very good,
3443,Excellent,
3444,Overall Good Smartphone in Rs. 40000,smartphone
3445,NYC phone camera  just loved it. Battery life is also fantastic lasts for a day easily and it's dash charging helps is a lot,"phone,lot,charge,battery,life,day,camera,dash,last"
3446,Sound quality very bad,"quality,sound"
3447,"Good quality, recommendable",quality
3448,Good One,
3449,Best phone I ever had ♥️,phone
3450,No complaints,complaint
3451,A very good phone. I got it at 27k. Issue is only battery life.but otherwise its a beast..,"beast,phone,battery,issue"
3452,"Picture quality, look and camera are awesome.
In love with this phone..no need to use heavy DSLR when u have this phone..😁. Got this at 23500 in offer..😉","love,quality,dslr,phone,offer,nee,picture,look,camera"
3453,Simply super,
3454,Good features. Multitask made easier and faster,"feature,multitask"
3455,Awsemme beast All features are speech less,"beast,awsemme,speech,feature"
3456,I had gifted one plus 6 to my husband and he is in love with the phone,"love,husband,phone"
3457,Superb.os9+oxygen 9.2.nice device.,device
3458,Good look and very nice to handle,look
3459,Satisfied,
3460,ok ok,
3461,Quality is what you get when you go for the flagship phones. Oneplus 6 is just another example.,"flagship,example,quality,phone"
3462,Awesome product,product
3463,"Really liked the phone. It is everything it claims to be. High end hardware for a medium price range (when compared with iPhone). Battery is good, no heavy draining. 1 hour charging keeps my phone alive till next morning. Iam not a heavy gamer or always screen-on type of user. I use my phone in my breaks and mostly after reaching home. Hardware is still running good after incremental updates. I really really like the face unlock which even doesn't let you see the lock screen. Amazingly fast. Midnight black is really good with all the glass on its back it feels like a high premium quality mobile like around 80k. Best buy  in the price range and also a little above its price range.","gla,quality,premium,morne,lock,black,hardware,phone,midnight,charge,back,range,type,update,iphone,face,unlock,break,hour,battery,user,screen,gamer,mobile,end,everythe,drain,price"
3464,"Writing Review After One Month....
One Plus Rocks...😘
Sony User","sony,user,month,review,rock"
3465,"I bought this phone in July and its about to be 4 months now it is working perfectly. After upgrading to Android Pie, one glitch is there i.e. fingerprint sensor doesn't respond in once when phone is left untouched for a longer time. Rest all is good. Nightscape mode is also there in the latest update. Sound is good. Battery is also good but could have more like 6T. Earlier before Pie, optimisation was too high as most of the apps didn't run in background unless they are opened and kept open in Background (Outlook, Goibibo, MMT, etc) but now that is resolved. Satisfied with the phone overall. But if possible in next update remove that fingerprint issue also.","issue,remove,goibibo,background,phone,mmt,month,sound,update,app,nightscape,mode,battery,optimisation,time,pie,outlook,glitch,sensor,overall,fingerprint,about"
3466,Awesome mobile,mobile
3467,Sound could have Been better,sound
3468,Nice Mobile,mobile
3469,"When I am using Facebook messenger it suddenly show app not responding. When I open camera, it closes automatically. Pro camera mode is not working good. I asked to OnePlus but the team told to clear cache. I did whatever team said, but facing same problem again and again.","cache,oneplu,team,mode,messenger,facebook,camera,problem,app"
