Review Text,Review Rating
Excellent product by oneplus,5
Network speed low in the busy hours. Iphones worked great at the same time but this phone unable to get more internet speed.,1
Excellent except battery life,5
Superrrrrr,5
It is a good phone!!,5
The worest service. One speaker is not working since one and half month onwards. No one is not responding.,1
Awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome awesome,5
Best ever phone I have used.. everything looks fine. Very good design and speed..,5
"Best ever phone. The only problem is this that it is a fragile device. Handle it with care.
Good camera
Premium look
Decent battery life
Sound picture quality.
Everything is fine.
Didn't face any issue till now.purchased 2mnths ago
Definitely recommended device.
Go for it.",5
I liked the phone. Had been longing for one plus... Battery life is less. Earpiece volume should be more flexible. I mean the scale should have more variation. Less is not less and average is also too high. I like softer volume actually. I m not deaf.,5
"Everything is just next to wow in this phone, specially the camera quality as I love photography so I am enjoying it.
And within an hour it gets charged to 100% that's amazing,I don't have to wait for a long.
And the mobile works so fast which is really worth appreciation 😎😇 .
Look- It looks so smooth and beautiful shiny.
Thank you OnePlus,and Thank you Amazon bcz of Amazon I got the red ❣️ one colour",5
Good,5
Good,5
"The phone work like a charm and very smoothly. Decent look and classy finishing of glass black. The battery life is good as per my use it lasts much longer. And dash charger is very fast. The camera takes decent pictures and pro mode is simply awesome. Sound quality is good as it comes with a single speaker, it is not that louder but yes It is good I can say.",5
Fantastic product.. Really happy in the purchase..,5
Awesome product by one plus !,5
better that the 6t,5
"IAM using from one plus one ,while comparing with it many camera features are missing . however heating issues and other minor breakdown feels refined",4
No Doubt att all.,5
Value for money...,5
Very good but battery life not good,5
Its just perfect. Great build quality and very handy.,5
Everything is fantastic except the price. Could be 5 k cheaper.,4
Picture quality is way too good and it's like apple but a little cheaper than that! Loved it❤️,4
Becomes slow over a time,4
Good,5
Excellent phone ever I used.,5
Picture quality camera excellent,5
Speed you need One plus 6,5
Best phn..,5
Super,5
Battery not much powerfully,5
Excellent product. Satisfied,5
😖😖😖😖,1
No headphones provided,5
Issue with the phone battery. It's draining fast. It's the problem with the software.,5
"Camera quality could be more better.
Camera quality or acchi ho sakti thi",4
"I switched for Apple iphone7 Plus and this feels like super amazing experience.
Pros: 1. Amazing processor 2. Extreme Value for Money 3. Helpful gestures 4. Amazing Camera
Cons:  NA",5
Good phone,5
Not great value fir money,1
Everything is just perfect,5
All r super,5
This product is the best in its speed,5
Awesome,5
Best mobile,5
"See if you hear from others about the microphone issues. Damn all the Chinese brands have mic issues.
In this one the other person hears low voicce on whatsapp videocall.",5
This is amazing phone.,5
Great,5
Awesome,5
Fabulous and fabulous,5
"Superb Phone, Nice Product",5
Nice phone,5
Super 👌,5
Good product and timely delivery..,5
"It's just amazing I get it in great Indian sale @33000
& Also get 1000 Amazon cash so
It's cost me @32000
I just love this deal
Flagship killer with great deal❤️1+",5
Excellent,5
Nice product,5
Outstanding performance and graphics. only problem is battery draining fast.,5
My phone is missing 22-10-2018 in Delhi,5
It would have been nice if it had a memory card slot...... Otherwise it is the best phone in the market in 30000-40000 range....Gaming is best....Graphics are high....Apps Run very smooth with oxygen OS...Best Phone👍👍👍👍👌👌👌👌,4
Excellent product in all senses.  Best phone i have used till date in all respects.,5
Vera level phone ... picture quality is good and also sound ..overall the phone is best,5
Lajawab,5
Battery life is less,5
Good,5
Superb phone,5
The Deminsion of the tempered glass screen is Small.,1
Great phone in this range.,5
"In love with oxygen os, it's like 90% of stock android, makes the device faster and smoother.",5
I have used 3t before this and I am loving it.,5
"My phone got stolen on 9th day of purchase date
from amazon and i was very happy with the phone.
Now my FIR is registered and waiting for the police department to track that phone.
I am dying to use my oneplus 6.it was my hard earn money from which i have purchased that phone.oneplus 6 was my dream phoneand now my dream got shattered.",5
"Superb and very nice to use
Totally good mobile .... And massive
No hanging ......
no heating ....
One plus ....Pls add fonts",5
Awesome product,5
Phone screen is so smooth picture quality good ....sound is good....battery life,5
I liked it,5
I am very impressed nice camera nice sounds quality nice,5
Awesome phone,5
Fast charger available with it is really fast,5
"Awesome mobile... right on price, go for it u won't regret..",5
No explanation needed,5
Do u belove it's gorilla Glass when it slip from my pocket screen got damage... I am big fan of one plus this is my third phone in one plus but this made me very upset,2
my brand new one plus 6 got snatched by two bikers in rohini delhi. I know this place is for giving feedback but I don't even have the product with me anymore. RIP 37000/-,5
User friendly,4
Good,5
Good,5
Everything is best,5
Amazon's Amazing,5
"The best phone one can afford at the best price
It has the best inbuilt quality, and camera is equivalent to dslr",5
Good to use Mobile is not get heating while watching YouTube and Online audio calls for more than 3 hrs Friendly user.,5
I am waiting to buy oneplus 6 frm quite a long tym but it isnt available since 6T has come to the market. Now it is frustrating me to still find out it isnt available frm last 1 month or more.,1
"Best picture quality,best in battery life,awesome smartphone",5
Good product as usual from one plus,5
State of art technology,5
Super,4
Ok,5
Good,5
Sound quality in video recording is very poor and battery is draining fast even in normal use,5
I charge it once and it lasts me till the next day. Camera is amazing. Overall phone is amazing,5
Battery was very poor..,2
"Amazing Phone - worth buying. Bought it on first day and works like how it should !
Such good amazing camera - instagram followers increased from 500 to 15k.",5
Very good mobile,5
Excellent product from Oneplus..,5
